,Year,Film,Nominees,FilmLink,Won,Unnamed: 3
713,2013 (86th),Best Sound Editing,Best Sound Editing,,False,Best Sound Editing
714,2013 (86th),Gravity,Glenn Freemantle,/wiki/Gravity_(2013_film),True,
715,2013 (86th),All Is Lost,Steve Boeddeker and Richard Hymns,/wiki/All_Is_Lost,False,
716,2013 (86th),Captain Phillips,Oliver Tarney,/wiki/Captain_Phillips_(film),False,
717,2013 (86th),The Hobbit: The Desolation of Smaug,Brent Burge and Chris Ward,/wiki/The_Hobbit:_The_Desolation_of_Smaug,False,
718,2013 (86th),Lone Survivor,Wylie Stateman,/wiki/Lone_Survivor,False,
719,2014 (87th),Best Sound Mixing,Best Sound Mixing,,False,Best Sound Mixing
720,2014 (87th),Whiplash,"Craig Mann, Ben Wilkins and Thomas Curley",/wiki/Whiplash_(2014_film),True,
721,2014 (87th),American Sniper,"John Reitz, Gregg Rudloff and Walt Martin (posthumously)",/wiki/American_Sniper,True,
722,2014 (87th),Birdman or (The Unexpected Virtue of Ignorance),"Jon Taylor, Frank A. Montaño and Thomas Varga",/wiki/Birdman_(film),False,
723,2014 (87th),Interstellar,"Gary A. Rizzo, Gregg Landaker and Mark Weingarten",/wiki/Interstellar_(film),False,
724,2014 (87th),Unbroken,"Jon Taylor, Frank A. Montaño and David Lee",/wiki/Unbroken_(film),False,
725,2014 (87th),Best Sound Editing,Best Sound Editing,,False,Best Sound Editing
726,2014 (87th),American Sniper,Alan Robert Murray and Bub Asman,/wiki/American_Sniper,True,
727,2014 (87th),Birdman or (The Unexpected Virtue of Ignorance),Martin Hernández and Aaron Glascock,/wiki/Birdman_(film),False,
728,2014 (87th),The Hobbit: The Battle of the Five Armies,Brent Burge and Jason Canovas,/wiki/The_Hobbit:_The_Battle_of_the_Five_Armies,False,
729,2014 (87th),Interstellar,Richard King,/wiki/Interstellar_(film),False,
730,2014 (87th),Unbroken,Becky Sullivan and Andrew DeCristofaro,/wiki/Unbroken_(film),False,
731,2015 (88th),Best Sound Mixing,Best Sound Mixing,,False,Best Sound Mixing
732,2015 (88th),Mad Max: Fury Road,"Chris Jenkins, Gregg Rudloff and Ben Osmo",/wiki/Mad_Max:_Fury_Road,True,
733,2015 (88th),Bridge of Spies,"Andy Nelson, Gary Rydstrom and Drew Kunin",/wiki/Bridge_of_Spies_(film),False,
734,2015 (88th),The Martian,"Paul Massey, Mark Taylor and Mac Ruth",/wiki/The_Martian_(film),False,
735,2015 (88th),The Revenant,"Jon Taylor, Frank A. Montaño, Randy Thom and Chris Duesterdiek",/wiki/The_Revenant_(2015_film),False,
736,2015 (88th),Star Wars: The Force Awakens,"Andy Nelson, Christopher Scarabosio and Stuart Wilson",/wiki/Star_Wars:_The_Force_Awakens,False,
737,2015 (88th),Best Sound Editing,Best Sound Editing,,False,Best Sound Editing
738,2015 (88th),Mad Max: Fury Road,Mark Mangini and David White,/wiki/Mad_Max:_Fury_Road,True,
739,2015 (88th),The Martian,Oliver Tarney,/wiki/The_Martian_(film),False,
740,2015 (88th),The Revenant,Martin Hernández and Lon Bender,/wiki/The_Revenant_(2015_film),False,
741,2015 (88th),Sicario,Alan Robert Murray,/wiki/Sicario_(2015_film),False,
742,2015 (88th),Star Wars: The Force Awakens,Matthew Wood and David Acord,/wiki/Star_Wars:_The_Force_Awakens,False,
743,2016 (89th) [3],Best Sound Mixing,Best Sound Mixing,,False,Best Sound Mixing
744,2016 (89th) [3],Hacksaw Ridge,"Kevin O'Connell, Andy Wright, Robert Mackenzie and Peter Grace",/wiki/Hacksaw_Ridge,True,
745,2016 (89th) [3],Arrival,Bernard Gariépy Strobl and Claude La Haye,/wiki/Arrival_(film),True,
746,2016 (89th) [3],La La Land,"Andy Nelson, Ai-Ling Lee and Steven A. Morrow",/wiki/La_La_Land,False,
747,2016 (89th) [3],Rogue One: A Star Wars Story,"David Parker, Christopher Scarabosio and Stuart Wilson",/wiki/Rogue_One,False,
748,2016 (89th) [3],13 Hours: The Secret Soldiers of Benghazi,"Gary Summers, Jeffrey J. Haboush and Mac Ruth[note 4][4]",/wiki/13_Hours:_The_Secret_Soldiers_of_Benghazi,False,
749,2016 (89th) [3],Best Sound Editing[5],Best Sound Editing[5],,False,Best Sound Editing[5]
750,2016 (89th) [3],Arrival,Sylvain Bellemare,/wiki/Arrival_(film),True,
751,2016 (89th) [3],Deepwater Horizon,Wylie Stateman and Renée Tondelli,/wiki/Deepwater_Horizon_(film),False,
752,2016 (89th) [3],Hacksaw Ridge,Robert Mackenzie and Andy Wright,/wiki/Hacksaw_Ridge,True,
753,2016 (89th) [3],La La Land,Ai-Ling Lee and Mildred Iatrou Morgan,/wiki/La_La_Land,False,
754,2016 (89th) [3],Sully,Alan Robert Murray and Bub Asman,/wiki/Sully_(film),False,
755,2017 (90th),Best Sound Mixing,Best Sound Mixing,,False,Best Sound Mixing
756,2017 (90th),Dunkirk,"Gregg Landaker, Gary Rizzo and Mark Weingarten",/wiki/Dunkirk_(2017_film),True,
757,2017 (90th),Baby Driver,"Julian Slater, Tim Cavagin and Mary H. Ellis",/wiki/Baby_Driver,False,
758,2017 (90th),Blade Runner 2049,"Ron Bartlett, Doug Hemphill and Mac Ruth",/wiki/Blade_Runner_2049,False,
759,2017 (90th),The Shape of Water,"Christian Cooke, Brad Zoern and Glen Gauthier",/wiki/The_Shape_of_Water,False,
760,2017 (90th),Star Wars: The Last Jedi,"David Parker, Michael Semanick, Ren Klyce and Stuart Wilson",/wiki/Star_Wars:_The_Last_Jedi,False,
761,2017 (90th),Best Sound Editing,Best Sound Editing,,False,Best Sound Editing
762,2017 (90th),Dunkirk,Richard King and Alex Gibson,/wiki/Dunkirk_(2017_film),True,
763,2017 (90th),Baby Driver,Julian Slater,/wiki/Baby_Driver,False,
764,2017 (90th),Blade Runner 2049,Mark Mangini and Theo Green,/wiki/Blade_Runner_2049,False,
765,2017 (90th),The Shape of Water,Nathan Robitaille and Nelson Ferreira,/wiki/The_Shape_of_Water,False,
766,2017 (90th),Star Wars: The Last Jedi,Matthew Wood and Ren Klyce,/wiki/Star_Wars:_The_Last_Jedi,False,
767,2018 (91st),Best Sound Mixing,Best Sound Mixing,,False,Best Sound Mixing
768,2018 (91st),Bohemian Rhapsody,"Paul Massey, Tim Cavagin and John Casali",/wiki/Bohemian_Rhapsody_(film),True,
769,2018 (91st),Black Panther,"Steve Boeddeker, Brandon Proctor and Peter J. Devlin",/wiki/Black_Panther_(film),False,
770,2018 (91st),First Man,"Jon Taylor, Frank A. Montaño, Ai-Ling Lee and Mary H. Ellis",/wiki/First_Man_(film),False,
771,2018 (91st),Roma,"Skip Lievsay, Craig Henighan and José Antonio Garcia",/wiki/Roma_(2018_film),False,
772,2018 (91st),A Star Is Born,"Tom Ozanich, Dean Zupancic, Jason Ruder and Steve Morrow",/wiki/A_Star_Is_Born_(2018_film),False,
773,2018 (91st),Best Sound Editing,Best Sound Editing,,False,Best Sound Editing
774,2018 (91st),Bohemian Rhapsody,John Warhurst and Nina Hartstone,/wiki/Bohemian_Rhapsody_(film),True,
775,2018 (91st),Black Panther,Benjamin A. Burtt and Steve Boeddeker,/wiki/Black_Panther_(film),False,
776,2018 (91st),First Man,Ai-Ling Lee and Mildred Iatrou Morgan,/wiki/First_Man_(film),False,
777,2018 (91st),A Quiet Place,Ethan Van der Ryn and Erik Aadahl,/wiki/A_Quiet_Place_(film),False,
778,2018 (91st),Roma,Sergio Díaz and Skip Lievsay,/wiki/Roma_(2018_film),False,
779,2019 (92nd),Best Sound Mixing,Best Sound Mixing,,False,Best Sound Mixing
780,2019 (92nd),1917,Mark Taylor and Stuart Wilson,/wiki/1917_(2019_film),True,
781,2019 (92nd),Ad Astra,"Gary Rydstrom, Tom Johnson and Mark Ulano",/wiki/Ad_Astra_(film),False,
782,2019 (92nd),Ford v Ferrari,"Paul Massey, David Giammarco and Steven A. Morrow",/wiki/Ford_v_Ferrari,True,
783,2019 (92nd),Joker,"Tom Ozanich, Dean Zupancic and Tod Maitland",/wiki/Joker_(2019_film),False,
784,2019 (92nd),Once Upon a Time in Hollywood,"Michael Minkler, Christian P. Minkler and Mark Ulano",/wiki/Once_Upon_a_Time_in_Hollywood,False,
785,2019 (92nd),Best Sound Editing,Best Sound Editing,,False,Best Sound Editing
786,2019 (92nd),Ford v Ferrari,Donald Sylvester,/wiki/Ford_v_Ferrari,True,
787,2019 (92nd),Joker,Alan Robert Murray,/wiki/Joker_(2019_film),False,
788,2019 (92nd),1917,Oliver Tarney and Rachael Tate,/wiki/1917_(2019_film),True,
789,2019 (92nd),Once Upon a Time in Hollywood,Wylie Stateman,/wiki/Once_Upon_a_Time_in_Hollywood,False,
790,2019 (92nd),Star Wars: The Rise of Skywalker,Matthew Wood and David Acord,/wiki/Star_Wars:_The_Rise_of_Skywalker,False,
791,2020/21 (93rd),,,,False,
792,2020/21 (93rd),Sound of Metal,"Nicolas Becker, Jaime Baksht, Michelle Couttolenc, Carlos Cortés Navarrete and Phillip Bladh",/wiki/Sound_of_Metal,True,
793,2020/21 (93rd),Greyhound,"Warren Shaw, Michael Minkler, Beau Borders and David Wyman",/wiki/Greyhound_(film),False,
794,2020/21 (93rd),Mank,"Ren Klyce, Jeremy Molod, David Parker, Nathan Nance and Drew Kunin",/wiki/Mank,False,
795,2020/21 (93rd),News of the World,"Oliver Tarney, Mike Prestwood Smith, William Miller and John Pritchett",/wiki/News_of_the_World_(film),False,
796,2020/21 (93rd),Soul,"Ren Klyce, Coya Elliott and David Parker",/wiki/Soul_(2020_film),False,
797,2021 (94th),,,,False,
798,2021 (94th),Dune,"Mac Ruth, Mark Mangini, Theo Green, Doug Hemphill and Ron Bartlett",/wiki/Dune_(2021_film),True,
799,2021 (94th),Belfast,"Denise Yarde, Simon Chase, James Mather and Niv Adiri",/wiki/Belfast_(film),False,
800,2021 (94th),No Time to Die,"Simon Hayes, Oliver Tarney, James Harrison, Paul Massey and Mark Taylor",/wiki/No_Time_to_Die,False,
801,2021 (94th),The Power of the Dog,"Richard Flynn, Robert Mackenzie and Tara Webb",/wiki/The_Power_of_the_Dog_(film),False,
802,2021 (94th),West Side Story,"Tod A. Maitland, Gary Rydstrom, Brian Chumney, Andy Nelson and Shawn Murphy",/wiki/West_Side_Story_(2021_film),False,
803,2022 (95th),,,,False,
804,2022 (95th),Top Gun: Maverick,"Mark Weingarten, James H. Mather, Al Nelson, Chris Burdon and Mark Taylor",/wiki/Top_Gun:_Maverick,True,
805,2022 (95th),All Quiet on the Western Front,"Viktor Prášil, Frank Kruse, Markus Stemler, Lars Ginzel and Stefan Korte",/wiki/All_Quiet_on_the_Western_Front_(2022_film),False,
806,2022 (95th),Avatar: The Way of Water,"Julian Howarth, Gwendolyn Yates Whittle, Dick Bernstein, Christopher Boyes, Gary Summers and Michael Hedges",/wiki/Avatar:_The_Way_of_Water,False,
807,2022 (95th),The Batman,"Stuart Wilson, William Files, Douglas Murray and Andy Nelson",/wiki/The_Batman_(film),False,
808,2022 (95th),Elvis,"David Lee, Wayne Pashley, Andy Nelson and Michael Keller",/wiki/Elvis_(2022_film),False,
809,2023 (96th),,,,False,
810,2023 (96th),The Creator,"Ian Voigt, Erik Aadahl, Ethan Van der Ryn, Tom Ozanich and Dean Zupancic",/wiki/The_Creator_(2023_film),False,
811,2023 (96th),Maestro,"Steven A. Morrow, Richard King, Jason Ruder, Tom Ozanich and Dean Zupancic",/wiki/Maestro_(2023_film),False,
812,2023 (96th),Mission: Impossible – Dead Reckoning Part One,"Chris Munro, James H. Mather, Chris Burdon and Mark Taylor",/wiki/Mission:_Impossible_%E2%80%93_Dead_Reckoning_Part_One,False,
813,2023 (96th),Oppenheimer,"Willie D. Burton, Richard King, Gary A. Rizzo and Kevin O'Connell",/wiki/Oppenheimer_(2023_film),False,
814,2023 (96th),The Zone of Interest,Tarn Willers and Johnnie Burn,/wiki/The_Zone_of_Interest_(film),False,
